peak_id	chrom	peak_start	peak_end	peak_midpoint	geneid	gene_symbol	gene_locus_start	gene_locus_end	nearest_tss	dist_to_tss	nearest_tss_gene	nearest_tss_gene_strand
10843	chr21	37560227	37561227	37560727	9980	DOPEY2	37522051	37577092	37537005	23721	9980	+
11868	chr2	161991100	161992100	161991600	10010	TANK	161671893	162005202	161993465	-1864	10010	+
11480	chr2	161849729	161850729	161850229	10010	TANK	161671893	162005202	161993465	-143235	10010	+
12770	chr2	161979931	161980931	161980431	10010	TANK	161671893	162005202	161993465	-13033	10010	+
12756	chr2	162016982	162017982	162017482	10010	TANK	162005203	162090862	162016938	543	10010	+
12550	chr2	162004624	162005624	162005124	10010	TANK	161671893	162005202	161993465	11658	10010	+
11391	chr2	241389404	241390404	241389904	100130449	PP14571	241383038	241393539	241395417	-5512	406941	+
11729	chr2	241396374	241397374	241396874	100130449	PP14571	241393540	241446761	241396117	-756	100130449	-
12071	chr2	241394322	241395322	241394822	100130449	PP14571	241393540	241446761	241395417	-594	406941	+
12266	chr2	241386611	241387611	241387111	100130449	PP14571	241383038	241393539	241395417	-8305	406941	+
11661	chr2	178249578	178250578	178250078	100130691	LOC100130691	178222773	178257445	178257419	7340	4780	-
12498	chr2	178218928	178219928	178219428	100130691	LOC100130691	178158993	178222772	178188124	-31303	100130691	-
11770	chr2	112049544	112050544	112050044	10018	BCL2L11	111879901	112067001	112078668	28623	100616499	-
11634	chr2	39173922	39174922	39174422	100271715	ARHGEF33	39145043	39224716	39187485	13062	375196	-
11690	chr2	39172071	39173071	39172571	100271715	ARHGEF33	39145043	39224716	39187485	14913	375196	-
12133	chr2	39181028	39182028	39181528	100271715	ARHGEF33	39145043	39224716	39187485	5956	375196	-
11743	chr2	114779533	114780533	114780033	10096	ACTR3	114580969	114923717	114737561	-42471	100499194	-
12529	chr2	235370924	235371924	235371424	10123	ARL4C	235182290	235405463	235405693	34268	10123	-
12003	chr2	235333915	235334915	235334415	10123	ARL4C	235182290	235405463	235405693	71277	10123	-
12201	chr2	44306620	44307620	44307120	10128	LRPPRC	44223131	44309572	44223144	-83975	10128	-
12331	chr2	44212823	44213823	44213323	10128	LRPPRC	44144610	44223130	44223115	9791	10128	-
11873	chr2	10981588	10982588	10982088	10130	PDIA6	10975358	11015083	10978103	-3984	10130	-
11441	chr2	10917272	10918272	10917772	10130	PDIA6	10907368	10962786	10952960	35187	10130	-
11379	chr2	170060119	170061119	170060619	10170	DHRS9	169924754	170072542	169937616	123002	10170	+
11516	chr2	170066395	170067395	170066895	10170	DHRS9	169924754	170072542	169937616	129278	10170	+
12367	chr2	153020035	153021035	153020535	10254	STAM2	152994051	153112128	153032506	11970	10254	-
12668	chr2	238778377	238779377	238778877	10267	RAMP1	238737788	238821943	238768186	10690	10267	+
11238	chr2	220342903	220343903	220343403	10290	SPEG	220320470	220344580	220325533	17869	10290	+
12653	chr2	220332190	220333190	220332690	10290	SPEG	220320470	220344580	220325533	7156	10290	+
11995	chr2	73402922	73403922	73403422	10322	SMYD5	73390757	73445619	73429385	-25962	344022	+
11312	chr2	170393955	170394955	170394455	10324	KLHL41	170351109	170398318	170366211	28243	10324	+
11822	chr2	16159089	16160089	16159589	10408	MYCNOS	16081265	16279723	16082045	77543	4613	+
11273	chr2	68076342	68077342	68076842	10438	C1D	67952356	68285214	68280269	203426	10438	-
11811	chr2	68101739	68102739	68102239	10438	C1D	67952356	68285214	68280269	178029	10438	-
11229	chr2	112690037	112691037	112690537	10461	MERTK	112648967	112734495	112656190	34346	10461	+
11888	chr2	112704047	112705047	112704547	10461	MERTK	112648967	112734495	112656190	48356	10461	+
12337	chr2	112697642	112698642	112698142	10461	MERTK	112648967	112734495	112656190	41951	10461	+
12189	chr2	181961688	181962688	181962188	10477	UBE2E3	181845597	182083734	181845850	116337	10477	+
12320	chr2	74928871	74929871	74929371	10505	SEMA4F	74878426	74970587	74881354	48016	10505	+
11726	chr2	74945912	74946912	74946412	10505	SEMA4F	74878426	74970587	74881354	65057	10505	+
12040	chr2	37973718	37974718	37974218	10602	CDC42EP3	37735540	38025894	37899678	-74539	10602	-
12541	chr2	37841814	37842814	37842314	10602	CDC42EP3	37735540	38025894	37899342	57027	10602	-
11384	chr2	37906176	37907176	37906676	10602	CDC42EP3	37735540	38025894	37899678	-6997	10602	-
11632	chr2	74050500	74051500	74051000	10617	STAMBP	74033701	74056106	74056042	-5041	10617	+
12588	chr2	85486052	85487052	85486552	10618	TGOLN2	85458055	85566759	85555419	68866	10618	-
11641	chr2	177502310	177503310	177502810	10651	MTX2	177093715	177605772	177502302	-507	375295	-
11812	chr2	177595255	177596255	177595755	10651	MTX2	177093715	177605772	177502302	-93452	375295	-
12616	chr2	85829402	85830402	85829902	10713	USP39	85829901	85834579	85829964	-61	10713	+
11406	chr2	74453469	74454469	74453969	10797	MTHFD2	74415843	74483921	74425689	28279	10797	+
12510	chr2	74436556	74437556	74437056	10797	MTHFD2	74415843	74483921	74425689	11366	10797	+
12748	chr2	74442298	74443298	74442798	10797	MTHFD2	74415843	74483921	74425689	17108	10797	+
12183	chr2	97222192	97223192	97222692	10865	ARID5A	97188156	97236856	97203615	19076	10865	+
12651	chr2	97219633	97220633	97220133	10865	ARID5A	97188156	97236856	97203615	16517	10865	+
11610	chr2	26302944	26303944	26303444	10890	RAB10	26231087	26362161	26256728	46715	10890	+
11699	chr2	26234974	26235974	26235474	10890	RAB10	26231087	26362161	26256728	-21253	10890	+
12089	chr2	25094586	25095586	25095086	109	ADCY3	25040435	25103296	25064536	-30549	109	-
12725	chr2	109752621	109753621	109753121	10913	EDAR	109504524	109965691	109758044	4922	100422863	-
11364	chr2	109588485	109589485	109588985	10913	EDAR	109504524	109965691	109605828	16842	10913	-
11733	chr2	109886554	109887554	109887054	10913	EDAR	109504524	109965691	109930081	43026	100423027	-
11727	chr2	109521326	109522326	109521826	10913	EDAR	109504524	109965691	109605828	84001	10913	-
12390	chr2	109829629	109830629	109830129	10913	EDAR	109504524	109965691	109758044	-72084	100422863	-
11344	chr2	237934111	237935111	237934611	10920	COPS8	237736276	238123120	237994083	-59471	10920	+
12269	chr2	237897218	237898218	237897718	10920	COPS8	237736276	238123120	237994083	-96364	10920	+
11184	chr2	237949623	237950623	237950123	10920	COPS8	237736276	238123120	237994083	-43959	10920	+
11442	chr2	237984317	237985317	237984817	10920	COPS8	237736276	238123120	237994083	-9265	10920	+
12203	chr2	238113006	238114006	238113506	10920	COPS8	237736276	238123120	237994083	119422	10920	+
11808	chr2	237805033	237806033	237805533	10920	COPS8	237736276	238123120	237994083	-188549	10920	+
11350	chr2	237952706	237953706	237953206	10920	COPS8	237736276	238123120	237994083	-40876	10920	+
11488	chr2	237783191	237784191	237783691	10920	COPS8	237736276	238123120	237994083	-210391	10920	+
11582	chr2	237894803	237895803	237895303	10920	COPS8	237736276	238123120	237994083	-98779	10920	+
11562	chr2	237875439	237876439	237875939	10920	COPS8	237736276	238123120	237994083	-118143	10920	+
12476	chr2	238118079	238119079	238118579	10920	COPS8	237736276	238123120	237994083	124495	10920	+
12193	chr2	237784199	237785199	237784699	10920	COPS8	237736276	238123120	237994083	-209383	10920	+
11936	chr2	48900590	48901590	48901090	11036	GTF2A1L	48826337	48913914	48844936	56153	11036	+
12155	chr2	48727660	48728660	48728160	11037	STON1	48712608	48776733	48757063	-28902	286749	+
12351	chr2	173684759	173685759	173685259	11069	RAPGEF4	173647591	173720408	173686314	-1054	11069	+
12019	chr2	173863109	173864109	173863609	11069	RAPGEF4	173773718	173866748	173792932	70676	11069	+
12255	chr2	101696416	101697416	101696916	11138	TBC1D8	101647578	101721924	101676001	-20914	11138	-
11837	chr2	101719984	101720984	101720484	11138	TBC1D8	101647578	101721924	101676001	-44482	11138	-
12698	chr2	101741053	101742053	101741553	11138	TBC1D8	101721925	101818595	101767846	26292	11138	-
11533	chr2	101736725	101737725	101737225	11138	TBC1D8	101721925	101818595	101767846	30620	11138	-
12605	chr2	114409157	114410157	114409657	11159	RABL2A	114385536	114450200	114386130	23526	11159	+
11373	chr2	158125334	158126334	158125834	11227	GALNT5	157740824	158148378	158114339	11494	11227	+
11310	chr2	157759491	157760491	157759991	11227	GALNT5	157740824	158148378	158114339	-354347	11227	+
12291	chr2	158147270	158148270	158147770	11227	GALNT5	157740824	158148378	158114339	33430	11227	+
11428	chr2	157981410	157982410	157981910	11227	GALNT5	157740824	158148378	158114339	-132428	11227	+
11403	chr2	157790152	157791152	157790652	11227	GALNT5	157740824	158148378	158114339	-323686	11227	+
11421	chr2	157861763	157862763	157862263	11227	GALNT5	157740824	158148378	158114339	-252075	11227	+
11511	chr2	175930399	175931399	175930899	1123	CHN1	175791046	175951534	175870107	-60791	1123	-
12524	chr2	175864728	175865728	175865228	1123	CHN1	175791046	175951534	175869981	4752	1123	-
11959	chr2	139956487	139957487	139956987	11249	NXPH2	139398581	141213541	139654893	302093	647012	+
11707	chr2	139477527	139478527	139478027	11249	NXPH2	139398581	141213541	139537811	59783	11249	-
11196	chr2	140002507	140003507	140003007	11249	NXPH2	139398581	141213541	139654893	348113	647012	+
12176	chr2	139409452	139410452	139409952	11249	NXPH2	139398581	141213541	139537811	127858	11249	-
11875	chr2	140016708	140017708	140017208	11249	NXPH2	139398581	141213541	139654893	362314	647012	+
12299	chr2	140536184	140537184	140536684	11249	NXPH2	139398581	141213541	139654893	881790	647012	+
11221	chr2	140530873	140531873	140531373	11249	NXPH2	139398581	141213541	139654893	876479	647012	+
12062	chr2	140380662	140381662	140381162	11249	NXPH2	139398581	141213541	139654893	726268	647012	+
12720	chr2	140072345	140073345	140072845	11249	NXPH2	139398581	141213541	139654893	417951	647012	+
12461	chr2	140017888	140018888	140018388	11249	NXPH2	139398581	141213541	139654893	363494	647012	+
12093	chr2	105872764	105873764	105873264	11250	GPR45	105756342	105886681	105858199	15064	11250	+
11751	chr2	105803153	105804153	105803653	11250	GPR45	105756342	105886681	105858199	-54545	11250	+
12052	chr2	105812644	105813644	105813144	11250	GPR45	105756342	105886681	105858199	-45054	11250	+
12807	chr2	87743664	87744664	87744164	112597	LINC00152	87529256	87901289	87754973	-10808	112597	+
12788	chr2	87545653	87546653	87546153	112597	LINC00152	87529256	87901289	87754973	-208819	112597	+
12704	chr2	87841842	87842842	87842342	112597	LINC00152	87529256	87901289	87929273	-86930	100616499	+
12820	chr2	87732224	87733224	87732724	112597	LINC00152	87529256	87901289	87754973	-22248	112597	+
12819	chr2	87659831	87660831	87660331	112597	LINC00152	87529256	87901289	87754973	-94641	112597	+
12810	chr2	87764836	87765836	87765336	112597	LINC00152	87529256	87901289	87754973	10362	112597	+
12731	chr2	87785645	87786645	87786145	112597	LINC00152	87529256	87901289	87754973	31171	112597	+
12729	chr2	87833153	87834153	87833653	112597	LINC00152	87529256	87901289	87754973	78679	112597	+
12387	chr2	130965905	130966905	130966405	112714	TUBA3E	130947869	131027866	130956034	-10370	112714	-
11567	chr2	130952589	130953589	130953089	112714	TUBA3E	130947869	131027866	130956034	2944	112714	-
12020	chr2	130960422	130961422	130960922	112714	TUBA3E	130947869	131027866	130956034	-4887	112714	-
11348	chr2	130996852	130997852	130997352	112714	TUBA3E	130947869	131027866	130956034	-41317	112714	-
12263	chr2	99409457	99410457	99409957	11320	MGAT4A	99313764	99450137	99347589	-62367	11320	-
11835	chr2	99445066	99446066	99445566	11320	MGAT4A	99313764	99450137	99347589	-97976	11320	-
11545	chr2	99410488	99411488	99410988	11320	MGAT4A	99313764	99450137	99347589	-63398	11320	-
12431	chr2	99448040	99449040	99448540	11320	MGAT4A	99313764	99450137	99347589	-100950	11320	-
12330	chr2	71226219	71227219	71226719	113419	TEX261	71221919	71236603	71222001	-4717	113419	-
12709	chr2	132228324	132229324	132228824	113457	TUBA3D	132218067	132241662	132233579	-4754	113457	+
11449	chr2	132236077	132237077	132236577	113457	TUBA3D	132218067	132241662	132233579	2997	113457	+
12666	chr2	132222747	132223747	132223247	113457	TUBA3D	132218067	132241662	132233579	-10331	113457	+
11627	chr2	57266093	57267093	57266593	114800	CCDC85A	56281096	57273021	56411257	855335	114800	+
11602	chr2	56932541	56933541	56933041	114800	CCDC85A	56281096	57273021	56411257	521783	114800	+
12360	chr2	56418593	56419593	56419093	114800	CCDC85A	56281096	57273021	56411257	7835	114800	+
12401	chr2	56536836	56537836	56537336	114800	CCDC85A	56281096	57273021	56411257	126078	114800	+
12051	chr2	155074953	155075953	155075453	114805	GALNT13	155049588	155328708	155102324	-26870	114805	+
11573	chr2	155259601	155260601	155260101	114805	GALNT13	155049588	155328708	155313950	53848	100144595	-
11564	chr2	169546577	169547577	169547077	115677	NOSTRIN	169477942	169650969	169642939	95861	100861402	-
11393	chr2	169709380	169710380	169709880	115677	NOSTRIN	169690133	169729570	169712195	-2314	115677	+
12525	chr2	169712898	169713898	169713398	115677	NOSTRIN	169690133	169729570	169712195	1202	115677	+
11437	chr2	189648210	189649210	189648710	116093	DIRC1	189544794	189746965	189654831	6120	116093	-
11232	chr2	189715256	189716256	189715756	116093	DIRC1	189544794	189746965	189654831	-60924	116093	-
12636	chr2	133607969	133608969	133608469	116372	LYPD1	133428777	133804216	133429070	-179398	116372	-
11281	chr2	133641088	133642088	133641588	116372	LYPD1	133428777	133804216	133429070	-212517	116372	-
11205	chr2	133634233	133635233	133634733	116372	LYPD1	133428777	133804216	133429070	-205662	116372	-
11272	chr2	133339722	133340722	133340222	116372	LYPD1	133300964	133428131	133427780	87557	116372	-
12260	chr2	236617185	236618185	236617685	116987	AGAP1	236145042	236739694	236402732	214952	116987	+
11878	chr2	236461487	236462487	236461987	116987	AGAP1	236145042	236739694	236402732	59254	116987	+
11688	chr2	236352573	236353573	236353073	116987	AGAP1	236145042	236739694	236402732	-49658	116987	+
11463	chr2	236429125	236430125	236429625	116987	AGAP1	236145042	236739694	236402732	26892	116987	+
11625	chr2	205272083	205273083	205272583	117583	PARD3B	205105994	205978869	205410515	-137931	117583	+
11797	chr2	205426125	205427125	205426625	117583	PARD3B	205105994	205978869	205410515	16109	117583	+
12078	chr2	205811974	205812974	205812474	117583	PARD3B	205105994	205978869	205410515	401958	117583	+
11653	chr2	205204478	205205478	205204978	117583	PARD3B	205105994	205978869	205410515	-205536	117583	+
11970	chr2	205125823	205126823	205126323	117583	PARD3B	205105994	205978869	205410515	-284191	117583	+
12521	chr2	205534541	205535541	205535041	117583	PARD3B	205105994	205978869	205410515	124525	117583	+
12237	chr2	70867819	70868819	70868319	119	ADD2	70860712	70940342	70940316	71996	119	-
12515	chr2	190014455	190015455	190014955	1290	COL5A2	189997553	190175382	189997837	-17117	100422908	-
11682	chr2	189924733	189925733	189925233	1290	COL5A2	189903447	189997552	189950498	25264	1290	-
12179	chr2	189914663	189915663	189915163	1290	COL5A2	189903447	189997552	189950498	35334	1290	-
12432	chr2	190090415	190091415	190090915	1290	COL5A2	189997553	190175382	190044605	-46309	1290	-
12126	chr2	190149846	190150846	190150346	1290	COL5A2	189997553	190175382	190044605	-105740	1290	-
12131	chr2	48645278	48646278	48645778	129285	PPP1R21	48604852	48712607	48667907	-22128	129285	+
12705	chr2	238227529	238228529	238228029	1293	COL6A3	238123121	238258290	238252157	24127	1293	-
11664	chr2	238231375	238232375	238231875	1293	COL6A3	238123121	238258290	238252157	20281	1293	-
11719	chr2	238143712	238144712	238144212	1293	COL6A3	238123121	238258290	238252157	107944	1293	-
12446	chr2	184627489	184628489	184627989	129401	NUP35	183966185	184726087	183989082	638906	129401	+
12095	chr2	200896214	200897214	200896714	129450	TYW5	200820250	200995531	200820459	-76254	129450	-
11823	chr2	233165491	233166491	233165991	129563	DIS3L2	233044735	233221915	233243347	-77355	250	+
12771	chr2	232972878	232973878	232973378	129563	DIS3L2	232884266	233044734	232888986	84391	129563	+
11482	chr2	233190155	233191155	233190655	129563	DIS3L2	233044735	233221915	233243347	-52691	250	+
11872	chr2	233160379	233161379	233160879	129563	DIS3L2	233044735	233221915	233243347	-82467	250	+
11402	chr2	233184604	233185604	233185104	129563	DIS3L2	233044735	233221915	233243347	-58242	250	+
12144	chr2	233175033	233176033	233175533	129563	DIS3L2	233044735	233221915	233243347	-67813	250	+
12642	chr2	233195659	233196659	233196159	129563	DIS3L2	233044735	233221915	233243347	-47187	250	+
12168	chr2	233047947	233048947	233048447	129563	DIS3L2	233044735	233221915	232888986	159460	129563	+
11897	chr2	6940355	6941355	6940855	129607	CMPK2	6556963	6998875	6910442	-30412	400941	-
12700	chr2	9189957	9190957	9190457	129642	MBOAT2	9060817	9245385	9143876	-46580	129642	-
12061	chr2	9231749	9232749	9232249	129642	MBOAT2	9060817	9245385	9143876	-88372	129642	-
11519	chr2	9243036	9244036	9243536	129642	MBOAT2	9060817	9245385	9143876	-99659	129642	-
11805	chr2	123802993	123803993	123803493	129684	CNTNAP5	123647993	126098273	124782863	-979369	129684	+
11444	chr2	123808908	123809908	123809408	129684	CNTNAP5	123647993	126098273	124782863	-973454	129684	+
12072	chr2	123804453	123805453	123804953	129684	CNTNAP5	123647993	126098273	124782863	-977909	129684	+
11388	chr2	566678	567678	567178	129787	TMEM18	482234	676799	676158	108979	129787	-
11617	chr2	602711	603711	603211	129787	TMEM18	482234	676799	676158	72946	129787	-
12092	chr2	54597526	54598526	54598026	129852	C2orf73	54520741	54620762	54558070	39955	129852	+
11828	chr2	96191882	96192882	96192382	129868	TRIM43	96163107	96467032	96150479	-41902	653192	-
12441	chr2	96331273	96332273	96331773	129868	TRIM43	96163107	96467032	96257765	74007	129868	+
11254	chr2	135580642	135581642	135581142	130013	ACMSD	135560761	135636289	135596185	-15042	130013	+
12315	chr2	135623949	135624949	135624449	130013	ACMSD	135560761	135636289	135596185	28263	130013	+
11464	chr2	135572920	135573920	135573420	130013	ACMSD	135560761	135636289	135596185	-22764	130013	+
11909	chr2	203551640	203552640	203552140	130026	ICA1L	203467504	203715076	203499900	52239	150864	+
11355	chr2	26833272	26834272	26833772	130106	CIB4	26824847	26889896	26864211	30438	130106	-
12192	chr2	79039020	79040020	79039520	130120	REG3G	78501165	79283988	79252811	-213290	130120	+
11485	chr2	198477848	198478848	198478348	130132	RFTN2	198460678	198555335	198540584	62235	130132	-
11314	chr2	55390591	55391591	55391091	130162	CLHC1	55368573	55459430	55459038	-67946	6233	+
11866	chr2	224608942	224609942	224609442	130340	AP1S3	224584721	224756186	224702319	92876	130340	-
11547	chr2	224679435	224680435	224679935	130340	AP1S3	224584721	224756186	224702319	22383	130340	-
11552	chr2	19330101	19331101	19330601	130497	OSR1	19164606	19830058	19548189	-217587	100616307	+
11448	chr2	19272400	19273400	19272900	130497	OSR1	19164606	19830058	19548189	-275288	100616307	+
12817	chr2	19208897	19209897	19209397	130497	OSR1	19164606	19830058	19548189	-338791	100616307	+
12457	chr2	19327611	19328611	19328111	130497	OSR1	19164606	19830058	19548189	-220077	100616307	+
11721	chr2	19184537	19185537	19185037	130497	OSR1	19164606	19830058	19548189	-363151	100616307	+
12025	chr2	19302220	19303220	19302720	130497	OSR1	19164606	19830058	19548189	-245468	100616307	+
11571	chr2	19337824	19338824	19338324	130497	OSR1	19164606	19830058	19548189	-209864	100616307	+
12031	chr2	19340269	19341269	19340769	130497	OSR1	19164606	19830058	19548189	-207419	100616307	+
12816	chr2	19190378	19191378	19190878	130497	OSR1	19164606	19830058	19548189	-357310	100616307	+
11810	chr2	19498398	19499398	19498898	130497	OSR1	19164606	19830058	19548189	-49290	100616307	+
12758	chr2	19248276	19249276	19248776	130497	OSR1	19164606	19830058	19548189	-299412	100616307	+
12472	chr2	19872688	19873688	19873188	130502	TTC32	19830059	20127742	20068614	-195425	400946	+
11509	chr2	201344402	201345402	201344902	130535	KCTD18	201273075	201382828	201374792	29889	130535	-
11921	chr2	231878234	231879234	231878734	130560	SPATA3	231843266	231881559	231860838	17895	130560	+
12796	chr2	231874639	231875639	231875139	130560	SPATA3	231843266	231881559	231860838	14300	130560	+
12465	chr2	150283585	150284585	150284085	130574	LYPD6	150224359	150334304	150224491	59593	130574	+
11748	chr2	150061307	150062307	150061807	130574	LYPD6	150060575	150205669	150186498	-124690	130574	+
12781	chr2	150276241	150277241	150276741	130574	LYPD6	150224359	150334304	150224491	52249	130574	+
11233	chr2	150279153	150280153	150279653	130574	LYPD6	150224359	150334304	150224491	55161	130574	+
11325	chr2	149934121	149935121	149934621	130576	LYPD6B	149914509	150060574	149934035	585	130576	+
11908	chr2	149972008	149973008	149972508	130576	LYPD6B	149914509	150060574	149934035	38472	130576	+
12083	chr2	38861458	38862458	38861958	130589	GALM	38861616	38935844	38893051	-31092	130589	+
11760	chr2	38917656	38918656	38918156	130589	GALM	38861616	38935844	38893051	25104	130589	+
11976	chr2	39869109	39870109	39869609	130733	TMEM178A	39778657	39949754	39892637	-23027	130733	+
12745	chr2	207779519	207780519	207780019	130749	CPO	207717823	207917446	207804277	-24257	130749	+
11583	chr2	11259939	11260939	11260439	130814	PQLC3	11173802	11390125	11272302	11862	285150	-
11193	chr2	11262143	11263143	11262643	130814	PQLC3	11173802	11390125	11272302	9658	285150	-
12265	chr2	61414614	61415614	61415114	130872	AHSA2	61404687	61419040	61404554	10559	130872	+
11410	chr2	208215707	208216707	208216207	1385	CREB1	208213094	208442156	208394615	-178407	1385	+
12706	chr2	208254101	208255101	208254601	1385	CREB1	208213094	208442156	208394615	-140013	1385	+
12774	chr2	208300469	208301469	208300969	1385	CREB1	208213094	208442156	208394615	-93645	1385	+
11906	chr2	208259393	208260393	208259893	1385	CREB1	208213094	208442156	208394615	-134721	1385	+
11469	chr2	171231553	171232553	171232053	140469	MYO3B	171140718	171398787	171225717	6335	140469	+
12716	chr2	171387051	171388051	171387551	140469	MYO3B	171140718	171398787	171225717	161833	140469	+
11675	chr2	171133076	171134076	171133576	140469	MYO3B	171045187	171140717	171055717	77858	140469	+
11282	chr2	171094933	171095933	171095433	140469	MYO3B	171045187	171140717	171055717	39715	140469	+
12359	chr2	171172533	171173533	171173033	140469	MYO3B	171140718	171398787	171225717	-52683	140469	+
12671	chr2	171191652	171192652	171192152	140469	MYO3B	171140718	171398787	171225717	-33564	140469	+
11190	chr2	171163206	171164206	171163706	140469	MYO3B	171140718	171398787	171225717	-62010	140469	+
12794	chr2	113482010	113483010	113482510	150468	CKAP2L	113468110	113532613	113522254	39743	150468	-
11891	chr2	114139098	114140098	114139598	150472	CBWD2	114115884	114225964	114195267	-55668	150472	+
12793	chr2	114194571	114195571	114195071	150472	CBWD2	114115884	114225964	114195267	-195	150472	+
12764	chr2	114182142	114183142	114182642	150472	CBWD2	114115884	114225964	114195267	-12624	150472	+
12057	chr2	114163696	114164696	114164196	150472	CBWD2	114115884	114225964	114195267	-31070	150472	+
11434	chr2	105097707	105098707	105098207	150568	LOC150568	104214648	105352643	105050804	47402	150568	+
11922	chr2	88368223	88369223	88368723	150572	SMYD1	88361316	88378956	88367298	1424	150572	+
12593	chr2	6049853	6050853	6050353	150622	LOC150622	5952809	6097464	6072818	-22464	150622	+
11343	chr2	241190613	241191613	241191113	150677	OTOS	241077920	241227594	241080073	-111039	150677	-
12016	chr2	62155432	62156432	62155932	150684	COMMD1	62124298	62180315	62132802	23129	150684	+
11606	chr2	73481279	73482279	73481779	150726	FBXO41	73479725	73555464	73496848	15068	150726	-
12119	chr2	178385432	178386432	178385932	150737	TTC30B	178337498	178450609	178417524	31591	150737	-
12098	chr2	178399338	178400338	178399838	150737	TTC30B	178337498	178450609	178417524	17685	150737	-
12284	chr2	96995082	96996082	96995582	150771	ITPRIPL1	96991499	96996709	96991944	3637	150771	+
11235	chr2	110088819	110089819	110089319	151011	SEPT10	109965692	110109336	109930081	-159237	100423027	-
11558	chr2	110096761	110097761	110097261	151011	SEPT10	109965692	110109336	109930081	-167179	100423027	-
12392	chr2	110285213	110286213	110285713	151011	SEPT10	110251338	110328949	110325553	39839	151011	-
11980	chr2	110023833	110024833	110024333	151011	SEPT10	109965692	110109336	109930081	-94251	100423027	-
11855	chr2	110315802	110316802	110316302	151011	SEPT10	110251338	110328949	110325553	9250	151011	-
11940	chr2	110086727	110087727	110087227	151011	SEPT10	109965692	110109336	109930081	-157145	100423027	-
12002	chr2	28897079	28898079	28897579	151056	PLB1	28826144	28901067	28824765	72813	151056	+
11507	chr2	180311176	180312176	180311676	151126	ZNF385B	180278334	180438974	180427315	115638	151126	-
11710	chr2	180438691	180439691	180439191	151126	ZNF385B	180438975	180530701	180450631	11439	151126	-
11885	chr2	180445122	180446122	180445622	151126	ZNF385B	180438975	180530701	180450631	5008	151126	-
11271	chr2	180511258	180512258	180511758	151126	ZNF385B	180438975	180530701	180450631	-61126	151126	-
12608	chr2	180655039	180656039	180655539	151126	ZNF385B	180530702	180668501	180610769	-44769	151126	-
12632	chr2	135117086	135118086	135117586	151162	NA	135109395	135341765	135011829	105756	4249	+
11705	chr2	153911370	153912370	153911870	151188	ARL6IP6	153575486	153955935	153576548	335321	151188	+
12254	chr2	208497332	208498332	208497832	151194	METTL21A	208490020	208533164	208490065	-7766	151194	-
11566	chr2	182943471	182944471	182943971	151242	PPP1R1C	182834760	182978662	182850550	93420	151242	+
12085	chr2	182933654	182934654	182934154	151242	PPP1R1C	182834760	182978662	182850550	83603	151242	+
11398	chr2	182885086	182886086	182885586	151242	PPP1R1C	182834760	182978662	182850550	35035	151242	+
12664	chr2	202422623	202423623	202423123	151254	ALS2CR11	202400147	202495656	202483905	60781	151254	-
11679	chr2	97725373	97726373	97725873	151313	FAHD2B	97706443	97944549	97760582	34708	151313	-
11790	chr2	97754135	97755135	97754635	151313	FAHD2B	97706443	97944549	97760582	5946	151313	-
11287	chr2	14318614	14319614	14319114	151354	FAM84A	13814927	14774035	14772809	-453694	151354	+
11659	chr2	14894219	14895219	14894719	151354	FAM84A	14774036	15077016	14772809	121909	151354	+
12579	chr2	14395497	14396497	14395997	151354	FAM84A	13814927	14774035	14772809	-376811	151354	+
11470	chr2	14683189	14684189	14683689	151354	FAM84A	13814927	14774035	14772809	-89119	151354	+
12522	chr2	15006777	15007777	15007277	151354	FAM84A	14774036	15077016	14772809	234467	151354	+
11876	chr2	14409902	14410902	14410402	151354	FAM84A	13814927	14774035	14772809	-362406	151354	+
12502	chr2	14681725	14682725	14682225	151354	FAM84A	13814927	14774035	14772809	-90583	151354	+
12497	chr2	14663979	14664979	14664479	151354	FAM84A	13814927	14774035	14772809	-108329	151354	+
11890	chr2	38093217	38094217	38093717	151393	RMDN2	38025895	38165033	38152461	-58743	151393	+
12419	chr2	38029772	38030772	38030272	151393	RMDN2	38025895	38165033	38152461	-122188	151393	+
12142	chr2	20860650	20861650	20861150	151449	GDF7	20858645	20944625	20866423	-5272	151449	+
12300	chr2	230971256	230972256	230971756	151473	SLC16A14	230933443	231003197	230933715	-38040	151473	-
12238	chr2	232368253	232369253	232368753	151477	LINC00471	232354129	232387116	232379050	10296	151477	-
11336	chr2	232383843	232384843	232384343	151477	LINC00471	232354129	232387116	232379050	-5292	151477	-
11297	chr2	70203433	70204433	70203933	151516	ASPRV1	70165801	70206709	70189397	-14535	151516	-
12159	chr2	70220150	70221150	70220650	151516	ASPRV1	70206710	70269084	70224020	3369	400960	-
11405	chr2	70205302	70206302	70205802	151516	ASPRV1	70165801	70206709	70189397	-16404	151516	-
11407	chr2	70171624	70172624	70172124	151516	ASPRV1	70165801	70206709	70189397	17272	151516	-
11206	chr2	70224370	70225370	70224870	151516	ASPRV1	70206710	70269084	70224020	-849	400960	-
11400	chr2	70173505	70174505	70174005	151516	ASPRV1	70165801	70206709	70189397	15391	151516	-
12589	chr2	159045669	159046669	159046169	151531	UPP2	158905037	159135798	159023161	23007	554201	+
11557	chr2	158900497	158901497	158900997	151531	UPP2	158792033	158905036	158851690	49306	151531	+
