Geneset.Type	Geneset.ID	Description	P.value	FDR	Effect	Odds.Ratio	Status	N.Geneset.Genes	N.Geneset.Peak.Genes	Geneset.Avg.Gene.Length	Geneset.Peak.Genes
Gene Ontology Biological Process	GO:0006333	chromatin assembly or disassembly	0.000307343068375458	0.0461942736607342	-0.882825986524697	0.413612395473009	depleted	128	25	100316.0546875	6662, 23522, 7141, 9555, 55320, 85453, 196528, 440093, 3005, 6597, 6605, 8091, 50809, 51773, 79682, 4778, 8208, 8290, 8607, 10664, 11011, 23270, 55506, 92815, 257218
Gene Ontology Biological Process	GO:0072594	establishment of protein localization to organelle	0.000314895252291009	0.0461942736607342	-0.696423578442473	0.498364481825955	depleted	199	41	86448.175879397	6229, 6235, 5366, 6169, 55690, 6122, 7534, 9804, 83943, 6206, 10952, 29927, 189, 3308, 5192, 6188, 6727, 6745, 6747, 8546, 10651, 51555, 60559, 374868, 400966, 293, 4734, 5195, 6128, 6133, 6161, 6168, 6224, 6234, 6731, 9648, 10452, 23480, 54332, 58477, 100188893
Reactome	975298	Ligand-gated ion channel transport	0.000341785663313765	0.0768334171129344	-2.05430983484151	0.128181271303817	depleted	24	4	230325.833333333	2567, 2743, 2570, 2741
pFAM	PF02932	Neurotransmitter-gated ion-channel transmembrane region	0.000406850480721326	0.0276227744712276	-1.4126132330836	0.243506112748754	depleted	42	9	181637.380952381	55584, 2567, 2568, 2743, 1136, 2565, 2570, 2741, 8973
Gene Ontology Biological Process	GO:0034660	ncRNA metabolic process	0.000434507397961498	0.0478245990516523	-0.540619559265606	0.582387317116652	depleted	281	66	79672.3665480427	4088, 6229, 27161, 54901, 60528, 6897, 55164, 10200, 11103, 11157, 2483, 10940, 23405, 122402, 833, 3669, 6635, 10438, 51202, 55687, 60487, 79760, 80746, 84294, 92345, 134637, 152992, 2091, 4677, 5188, 6234, 9521, 9692, 10595, 10785, 10799, 22916, 23016, 23481, 26173, 26995, 27340, 51654, 54464, 54802, 54920, 55039, 55127, 55520, 56165, 57038, 57117, 65123, 79727, 79731, 80789, 84705, 90121, 90459, 92105, 116461, 118460, 124454, 129450, 136991, 143689
pFAM	PF02931	Neurotransmitter-gated ion-channel ligand binding domain	0.000457836040959574	0.0276227744712276	-1.40332021870941	0.245779565809436	depleted	41	9	185596.634146341	55584, 2567, 2568, 2743, 1136, 2565, 2570, 2741, 8973
Gene Ontology Molecular Function	GO:0004930	G-protein coupled receptor activity	0.000458289651307537	0.0305996474873033	-0.358486306899579	0.698733193596876	depleted	507	191	189468.82642998	57007, 11211, 387129, 153, 577, 1236, 4829, 9620, 6755, 8325, 9283, 23284, 114815, 2693, 2849, 3354, 5157, 5468, 8321, 8324, 23266, 56923, 64123, 283383, 140, 152, 624, 799, 2847, 2914, 3363, 4986, 5029, 7852, 8644, 57211, 57512, 124274, 131601, 165082, 134, 185, 1235, 1238, 1646, 1812, 1952, 2692, 2830, 2852, 2861, 2917, 3355, 4888, 6751, 9052, 9568, 11250, 57537, 59352, 135946, 150, 186, 552, 576, 1901, 1902, 1903, 2359, 2492, 2829, 2833, 2834, 2845, 2913, 3248, 3351, 4883, 4988, 5729, 5733, 5956, 6754, 6865, 6869, 6870, 6915, 7433, 8390, 8477, 10149, 27334, 56670, 79501, 83941, 84539, 119764, 338442, 344758, 135, 147, 623, 680, 886, 976, 1133, 1232, 1268, 1742, 1813, 1815, 1816, 2535, 2587, 2696, 2828, 2835, 2842, 2843, 2846, 2859, 2899, 2915, 2925, 3062, 3274, 3356, 3358, 3361, 4881, 4889, 4923, 4978, 4987, 5021, 5028, 5540, 5724, 5734, 5745, 5746, 6010, 6344, 6752, 6785, 7287, 7849, 8322, 8323, 9170, 9289, 10267, 10280, 10800, 23566, 23596, 23620, 26539, 26996, 27199, 27202, 30817, 50833, 50838, 51222, 51704, 54112, 55890, 57105, 59350, 64805, 79544, 80045, 81099, 84059, 84658, 84873, 94233, 116534, 117194, 134864, 202018, 221188, 221393, 221395, 266977, 341799, 387509, 389090, 390892, 728458
Gene Ontology Biological Process	GO:0031497	chromatin assembly	0.00046647306694113	0.0478245990516523	-0.968686996701649	0.379581102291184	depleted	107	19	98567.6074766355	6662, 23522, 9555, 55320, 85453, 440093, 3005, 8091, 50809, 51773, 79682, 8208, 8290, 8607, 10664, 23270, 55506, 92815, 257218
Reactome	212436	Generic Transcription Pathway	0.000519126582497533	0.0972497131212045	-0.415236610343093	0.660184055847544	depleted	437	126	126019.876430206	79718, 6256, 80139, 7050, 9612, 2494, 4088, 2099, 5241, 7003, 4929, 860, 4092, 2063, 2104, 5468, 11105, 2649, 2908, 6498, 6907, 8013, 10498, 64750, 80205, 374655, 190, 3516, 4609, 5914, 7586, 9969, 10046, 23327, 55634, 84914, 168374, 619279, 142, 1387, 2100, 4851, 4853, 6095, 6096, 6497, 7068, 7551, 7571, 7633, 7760, 8427, 9282, 10793, 29079, 51592, 55534, 55900, 79818, 1490, 2516, 3172, 4855, 5467, 5915, 5916, 6097, 6910, 7005, 7027, 7181, 7323, 7592, 7621, 7692, 7697, 7728, 7738, 7748, 7988, 8431, 8648, 8850, 8856, 9441, 9442, 9534, 9572, 9611, 9968, 9971, 10062, 10499, 26149, 27153, 29959, 30832, 51123, 51586, 57209, 57711, 58492, 79230, 79755, 79862, 80818, 84246, 84441, 84838, 90075, 90390, 90576, 115196, 117608, 126375, 144348, 155061, 158431, 163050, 169270, 169841, 285267, 285971, 340385, 389114, 100131827
Gene Ontology Molecular Function	GO:0038023	signaling receptor activity	0.000685225612027699	0.0396517220826695	-0.256775283317813	0.773542022032632	depleted	964	391	212927.003112033	7026, 3480, 57007, 6256, 3708, 285220, 5799, 6091, 2043, 2045, 2494, 8829, 2099, 2263, 5241, 5793, 11211, 387129, 2674, 2892, 3815, 4929, 5361, 5979, 57556, 153, 196, 577, 1236, 4052, 4829, 5618, 5791, 5796, 9620, 367, 2066, 3667, 5166, 6755, 8325, 9283, 10507, 23284, 51232, 114815, 659, 2063, 2104, 2321, 2693, 2849, 2898, 3354, 3572, 4915, 5025, 5027, 5157, 5468, 6422, 8321, 8324, 10268, 10913, 23266, 56923, 64123, 283383, 140, 152, 624, 799, 1441, 2042, 2649, 2847, 2894, 2900, 2908, 2914, 3363, 4041, 4916, 4986, 5029, 5789, 5818, 6385, 7852, 8013, 8644, 10424, 51176, 57211, 57512, 90249, 124274, 131601, 165082, 134, 185, 190, 658, 960, 1235, 1238, 1364, 1378, 1646, 1812, 1952, 2261, 2675, 2692, 2830, 2852, 2861, 2917, 3355, 3554, 4888, 5800, 5802, 5914, 6092, 6751, 7048, 8416, 9052, 9180, 9568, 10461, 11126, 11250, 23654, 26280, 50615, 55504, 57537, 59352, 92737, 135946, 219699, 150, 186, 552, 576, 657, 948, 961, 1512, 1901, 1902, 1903, 1969, 2100, 2280, 2359, 2492, 2567, 2568, 2829, 2833, 2834, 2845, 2891, 2895, 2913, 3107, 3248, 3351, 3559, 3581, 3643, 3756, 4040, 4883, 4988, 5364, 5727, 5729, 5733, 5787, 5788, 5792, 5794, 5956, 6095, 6096, 6754, 6865, 6869, 6870, 6915, 7068, 7133, 7433, 8390, 8477, 8633, 8685, 8828, 9103, 10060, 10149, 10261, 23129, 27334, 56670, 79501, 83941, 84168, 84539, 119764, 139411, 338442, 344758, 19, 92, 135, 147, 238, 269, 623, 680, 886, 916, 939, 940, 976, 1133, 1136, 1232, 1268, 1407, 1630, 1742, 1813, 1815, 1816, 1944, 1949, 1956, 2041, 2044, 2047, 2049, 2051, 2123, 2202, 2210, 2487, 2516, 2535, 2565, 2570, 2587, 2690, 2696, 2828, 2835, 2842, 2843, 2846, 2859, 2890, 2899, 2901, 2905, 2906, 2915, 2925, 3062, 3122, 3134, 3172, 3274, 3356, 3358, 3361, 3556, 3563, 3570, 3587, 3598, 3709, 3822, 3823, 4059, 4233, 4824, 4864, 4881, 4889, 4923, 4978, 4987, 5021, 5028, 5163, 5165, 5329, 5362, 5467, 5540, 5724, 5734, 5745, 5746, 5801, 5915, 5916, 6010, 6097, 6344, 6752, 6785, 7049, 7097, 7181, 7287, 7849, 7850, 8322, 8323, 8425, 8431, 8792, 8793, 8856, 8973, 9170, 9265, 9289, 9542, 9572, 9971, 10062, 10076, 10267, 10280, 10333, 10800, 10990, 22953, 23416, 23566, 23596, 23620, 26539, 26996, 27133, 27199, 27202, 30817, 50833, 50838, 51222, 51348, 51704, 54112, 55890, 57105, 59307, 59350, 60401, 64805, 79544, 80045, 81099, 84059, 84658, 84873, 84976, 91355, 94233, 116534, 117194, 134864, 202018, 221188, 221393, 221395, 266977, 284656, 341799, 387509, 389090, 390892, 728458
Gene Ontology Biological Process	GO:0065004	protein-DNA complex assembly	0.000714318120174685	0.0513922985073382	-0.805242564957727	0.446979491847113	depleted	125	28	120093.136	6662, 196, 23522, 9555, 23493, 9014, 55320, 85453, 440093, 3005, 6119, 50809, 51773, 55729, 79682, 1062, 1063, 3146, 5888, 6047, 8208, 8290, 8607, 23270, 55506, 80152, 92815, 257218
Gene Ontology Biological Process	GO:0071824	protein-DNA complex subunit organization	0.000833291091412105	0.0521739008463325	-0.738206148157229	0.47797055531032	depleted	140	33	119026.014285714	6662, 196, 23522, 7141, 9555, 23493, 9014, 55320, 85453, 196528, 440093, 3005, 6119, 6597, 6605, 50809, 51773, 55729, 79682, 1062, 1063, 3146, 4778, 5888, 6047, 8208, 8290, 8607, 23270, 55506, 80152, 92815, 257218
KEGG Pathway	path:hsa00330	Arginine and proline metabolism	0.00086244991887978	0.0760373256424936	-1.30395384132767	0.271456372988711	depleted	51	9	127761.31372549	4842, 4942, 445, 2747, 1160, 2593, 2806, 5033, 57038
Reactome	73886	Chromosome Maintenance	0.00116617667299035	0.153211045740974	-1.26945903588668	0.280983582706646	depleted	72	9	93855.4861111111	25913, 55320, 5558, 6119, 51773, 79682, 5427, 8290, 8607
Reactome	1640170	Cell Cycle	0.00155942802070572	0.159345190479384	-0.360529261457331	0.697307170580453	depleted	485	145	117810.707216495	595, 7444, 8379, 4149, 5520, 5578, 5687, 7329, 11130, 25913, 29935, 55320, 55844, 1859, 7112, 9184, 10426, 22981, 23047, 23224, 29945, 4193, 4609, 4751, 5932, 6249, 9814, 10783, 23345, 56979, 83540, 4000, 4331, 4605, 4660, 4926, 5001, 5529, 5558, 5577, 5684, 5934, 6119, 7840, 8317, 8468, 9662, 9861, 11190, 23063, 23122, 23175, 23198, 23291, 27127, 51659, 51773, 55755, 55920, 79682, 699, 896, 898, 902, 984, 1021, 1062, 1063, 1781, 1870, 3020, 3306, 4001, 4085, 4659, 5048, 5427, 5500, 5515, 5519, 5527, 5595, 5682, 5683, 5701, 5707, 5713, 5718, 5861, 5888, 5903, 7027, 7324, 7465, 7514, 7846, 8243, 8290, 8556, 8607, 8881, 8900, 8945, 9493, 9663, 9735, 9837, 10735, 22919, 23225, 23244, 23310, 23332, 23397, 23592, 23626, 25836, 26271, 28227, 29882, 50511, 51053, 54821, 55835, 57551, 64682, 79023, 79980, 80152, 80254, 81620, 84126, 84131, 84643, 91750, 114791, 114799, 121441, 129401, 151648, 220134, 221496, 286826, 378708, 387893
KEGG Pathway	path:hsa00970	Aminoacyl-tRNA biosynthesis	0.00162646685866296	0.0760373256424936	-0.688694040327378	0.502231535097951	depleted	125	35	127319.04	56341, 2752, 6897, 4842, 10498, 55191, 445, 2729, 2747, 4143, 6898, 84735, 131965, 189, 833, 2731, 51451, 54496, 586, 587, 1757, 2730, 2744, 2806, 3067, 3275, 4548, 4677, 5033, 5723, 9945, 55798, 57038, 79731, 124454
Gene Ontology Biological Process	GO:0006418	tRNA aminoacylation for protein translation	0.00169785285613905	0.0763172021952571	-1.35826562194308	0.257106310022883	depleted	48	7	89033.1041666667	6897, 833, 4677, 9521, 57038, 79731, 124454
Reactome	977441	GABA A receptor activation	0.00195990060176992	0.169456021260722	-3.26685820490922	0.0381260232561478	depleted	12	1	339497	2567
Gene Ontology Biological Process	GO:0006334	nucleosome assembly	0.00196779043992604	0.0812456916505552	-0.905196856119373	0.40446225639535	depleted	97	17	92128.8969072165	6662, 23522, 9555, 55320, 85453, 440093, 3005, 50809, 51773, 79682, 8208, 8290, 8607, 23270, 55506, 92815, 257218
Gene Ontology Molecular Function	GO:0004890	GABA-A receptor activity	0.00209783729054359	0.10664622155259	-1.81492957619599	0.16284937645895	depleted	18	4	285870.777777778	2567, 2568, 2565, 2570
Gene Ontology Biological Process	GO:0043038	amino acid activation	0.00216912097406344	0.087391327406415	-1.26522481920686	0.282175850457991	depleted	50	8	95769.82	6897, 833, 4677, 5188, 9521, 57038, 79731, 124454
Gene Ontology Molecular Function	GO:0005230	extracellular ligand-gated ion channel activity	0.00221155758980025	0.10664622155259	-0.867119454514793	0.420160098045571	depleted	71	23	271412.14084507	2892, 2898, 5025, 5027, 2894, 2900, 55584, 2567, 2568, 2743, 2891, 2895, 1136, 2565, 2570, 2741, 2890, 2899, 2901, 2905, 2906, 8973, 22953
Gene Ontology Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	0.00264927936300706	0.119539037564331	-1.39612485142672	0.247554417754333	depleted	44	6	87202.2954545455	6897, 833, 4677, 57038, 79731, 124454
Gene Ontology Cellular Component	GO:0097060	synaptic membrane	0.00283527847703285	0.155310254353022	-0.487982929972969	0.613863351617387	depleted	197	87	353548.47715736	1740, 22941, 2043, 2045, 85461, 2892, 26037, 79953, 8777, 2898, 6506, 56899, 57497, 2894, 2900, 8165, 9229, 9455, 10611, 81832, 84062, 134, 2917, 8825, 9568, 9627, 23237, 23345, 23413, 55584, 93664, 1785, 2567, 2568, 2743, 2891, 2895, 2913, 7402, 8301, 8898, 10505, 11346, 23085, 23362, 27091, 27185, 54910, 57692, 57706, 815, 1133, 1136, 1739, 1742, 2565, 2570, 2741, 2890, 2899, 2901, 2905, 2906, 5028, 6857, 8973, 9228, 9454, 9456, 10243, 22866, 22883, 23426, 26059, 27020, 50944, 57502, 57528, 58512, 64084, 64101, 79414, 84896, 149111, 223082, 386617, 440279
Gene Ontology Molecular Function	GO:0016917	GABA receptor activity	0.00300488407108017	0.119539037564331	-1.60504179471527	0.200881158963939	depleted	20	5	272178.95	9568, 2567, 2568, 2565, 2570
Gene Ontology Molecular Function	GO:0042165	neurotransmitter binding	0.0033260255473646	0.119864295062596	-1.94675980646633	0.142735814777947	depleted	22	3	201822.590909091	1136, 2906, 6538
pFAM	PF00612	IQ calmodulin-binding motif	0.00365934300327948	0.132468216718717	-0.772978025826478	0.461636254546813	depleted	74	24	164284.959459459	5121, 23261, 9690, 140469, 4644, 9922, 10788, 84700, 4430, 4651, 399687, 4645, 5470, 5923, 4627, 4646, 5475, 22989, 27130, 55930, 79781, 128153, 140545, 259266
Biocarta Pathway	BC_152	Intrinsic Prothrombin Activation Pathway	0.00385688458661163	0.328694111735062	-1.71252161526868	0.180410293211364	depleted	22	4	209660.681818182	1288, 2157, 2243, 3827
Reactome	168255	Influenza Life Cycle	0.00391693195377504	0.312638479552037	-0.749585646027389	0.472562320254394	depleted	128	21	68227.15625	6229, 6235, 6169, 6122, 3843, 3836, 6188, 2963, 5430, 5901, 5903, 6128, 6133, 6161, 6168, 6224, 6234, 7514, 23225, 79023, 129401
Gene Ontology Biological Process	GO:0051028	mRNA transport	0.00409378885641399	0.119271162015997	-0.684492194354507	0.504346274444254	depleted	108	27	109884.87962963	9444, 84811, 6428, 3267, 10772, 5976, 10128, 5903, 6430, 7514, 8563, 8570, 8658, 9284, 9887, 9984, 10189, 10250, 22916, 23225, 26019, 55916, 57187, 79023, 84321, 129401, 143244
Gene Ontology Biological Process	GO:0007214	gamma-aminobutyric acid signaling pathway	0.00423786039885153	0.119271162015997	-1.71291560974119	0.18033922655391	depleted	17	4	278191.823529412	9568, 2567, 2565, 2570
Reactome	68875	Mitotic Prophase	0.00458241418890796	0.312638479552037	-0.746933725176167	0.473817181285625	depleted	102	23	121891.352941176	7444, 5578, 55844, 7112, 10783, 4000, 23175, 3020, 4001, 5515, 5519, 5595, 5861, 5903, 8290, 9663, 23225, 23310, 23592, 79023, 129401, 221496, 387893
Reactome	3301854	Nuclear Pore Complex (NPC) Disassembly	0.00472851792916783	0.312638479552037	-1.43278224992762	0.238644030388726	depleted	32	5	110982.59375	10783, 5903, 23225, 79023, 129401
Gene Ontology Biological Process	GO:0050657	nucleic acid transport	0.00512805131037109	0.132055486928856	-0.612103319277603	0.542209229753948	depleted	126	33	123667.436507937	9444, 84811, 6428, 11163, 3267, 10772, 54847, 5976, 10128, 29107, 51092, 3181, 5901, 5903, 6430, 7514, 8563, 8570, 8658, 9284, 9887, 9984, 10189, 10250, 22916, 23225, 26019, 55916, 57187, 79023, 84321, 129401, 143244
pFAM	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	0.00536972515638239	0.150694665735666	-0.499439754574269	0.606870560945468	depleted	179	53	139108.882681564	124540, 11030, 5937, 26986, 3188, 6428, 55068, 133522, 3184, 4440, 5042, 10642, 10643, 10772, 10891, 22849, 92906, 132864, 221662, 1153, 1995, 8662, 10146, 10236, 10949, 27327, 55269, 57466, 64783, 79811, 80004, 140886, 220988, 1975, 1993, 1994, 3181, 3191, 4670, 4850, 6430, 6434, 7458, 10181, 10189, 10658, 22916, 23283, 23592, 54033, 56853, 57055, 92400
Gene Ontology Biological Process	GO:0016071	mRNA metabolic process	0.00568376022259255	0.134583482566446	-0.281504885257272	0.754647229020414	depleted	590	172	102803.896610169	677, 9444, 27258, 60625, 678, 6229, 6235, 27161, 58155, 1665, 5520, 5578, 6169, 54039, 104, 105, 5687, 6122, 7534, 10150, 26986, 84811, 988, 3188, 6428, 9261, 10768, 11157, 207, 2081, 2483, 3184, 3312, 3315, 5042, 6206, 6732, 6733, 9169, 10772, 10891, 55796, 92906, 351, 1656, 1974, 2107, 3842, 3958, 4331, 5580, 5684, 5976, 6038, 6188, 6635, 8405, 9406, 9410, 9861, 10236, 10914, 10949, 11193, 23198, 51202, 54496, 55596, 57466, 64282, 79760, 80004, 80746, 84305, 84967, 91746, 154007, 220988, 103, 902, 984, 1653, 1655, 1975, 1994, 2935, 2963, 3181, 3191, 3646, 4154, 4670, 4848, 4850, 5411, 5430, 5515, 5682, 5683, 5701, 5707, 5713, 5718, 6128, 6133, 6161, 6168, 6224, 6234, 6430, 6433, 6434, 7316, 7514, 7538, 7832, 8243, 8559, 8563, 8570, 8621, 8731, 8732, 8899, 9416, 9811, 9887, 9984, 10147, 10181, 10189, 10250, 10465, 10595, 10656, 10658, 10659, 10713, 11129, 22916, 23016, 23283, 23524, 25962, 26019, 27257, 27339, 51340, 51585, 51691, 54033, 54464, 54957, 55094, 55571, 55629, 56853, 57187, 57661, 57703, 57819, 64062, 64895, 84321, 84950, 116461, 118460, 134353, 151987, 196513, 255967, 403314
Gene Ontology Biological Process	GO:0006323	DNA packaging	0.00590429992682271	0.135631162523547	-0.613474675235889	0.5414661775071	depleted	141	32	99668.0354609929	6662, 23522, 9555, 55320, 85453, 6732, 440093, 2492, 3005, 8091, 11044, 22985, 27127, 50809, 51773, 79682, 5619, 8208, 8243, 8290, 8607, 10664, 23270, 23310, 23397, 50511, 55506, 83983, 84883, 92815, 148479, 257218
Gene Ontology Molecular Function	GO:0004872	receptor activity	0.00612185980987828	0.14791362509399	-0.189034880357696	0.827757633708837	depleted	1167	483	208579.206512425	7026, 3480, 53353, 57007, 6256, 91584, 3708, 285220, 5799, 6091, 10512, 949, 2043, 2045, 2494, 8829, 2099, 2263, 5241, 5793, 11211, 387129, 2674, 2892, 3815, 4929, 5361, 5979, 57556, 153, 196, 577, 1236, 3693, 4052, 4829, 5618, 5791, 5796, 9620, 10159, 367, 2066, 3547, 3667, 3694, 5166, 6755, 8325, 9283, 10507, 23284, 51232, 114815, 659, 2063, 2104, 2321, 2693, 2849, 2898, 3354, 3572, 4915, 5025, 5027, 5157, 5468, 6422, 7113, 8321, 8324, 10268, 10913, 23266, 56923, 64123, 223117, 283383, 140, 152, 624, 799, 1441, 2042, 2649, 2847, 2894, 2900, 2908, 2914, 3363, 4041, 4916, 4986, 5029, 5314, 5651, 5789, 5818, 6385, 7037, 7852, 8013, 8644, 10371, 10424, 10509, 22918, 23495, 51176, 51435, 57211, 57512, 64699, 84000, 84171, 90249, 124274, 131601, 165082, 134, 185, 190, 290, 658, 960, 1235, 1238, 1364, 1378, 1646, 1812, 1952, 2261, 2348, 2675, 2692, 2830, 2852, 2861, 2917, 3355, 3554, 3688, 3689, 4888, 5800, 5802, 5914, 6092, 6751, 7048, 7869, 8416, 9052, 9180, 9568, 9969, 10446, 10461, 11126, 11250, 23654, 26280, 50615, 55504, 57537, 59352, 81035, 92737, 114770, 135946, 157869, 219699, 150, 186, 552, 576, 657, 948, 961, 1512, 1901, 1902, 1903, 1969, 2100, 2280, 2359, 2492, 2567, 2568, 2829, 2833, 2834, 2845, 2891, 2895, 2913, 2982, 3107, 3248, 3249, 3351, 3559, 3581, 3643, 3756, 3949, 3959, 4040, 4043, 4070, 4851, 4853, 4883, 4982, 4988, 5168, 5364, 5727, 5729, 5733, 5787, 5788, 5792, 5794, 5956, 6095, 6096, 6510, 6754, 6865, 6869, 6870, 6915, 7068, 7133, 7433, 8029, 8390, 8477, 8633, 8685, 8828, 9103, 9282, 9862, 10060, 10149, 10154, 10261, 10505, 11236, 23129, 27334, 29079, 54910, 55576, 55697, 56241, 56649, 56670, 64129, 79139, 79501, 79627, 80031, 83941, 84168, 84539, 114908, 119764, 139411, 338442, 344758, 19, 92, 135, 147, 238, 269, 623, 680, 886, 914, 916, 923, 939, 940, 976, 1133, 1136, 1232, 1268, 1407, 1630, 1742, 1755, 1813, 1815, 1816, 1944, 1949, 1956, 2041, 2044, 2047, 2049, 2051, 2123, 2202, 2210, 2487, 2516, 2535, 2565, 2570, 2587, 2690, 2696, 2828, 2835, 2842, 2843, 2846, 2859, 2890, 2899, 2901, 2905, 2906, 2915, 2925, 3062, 3122, 3134, 3172, 3274, 3356, 3358, 3361, 3556, 3563, 3570, 3587, 3598, 3709, 3822, 3823, 4059, 4063, 4233, 4824, 4855, 4864, 4881, 4889, 4923, 4973, 4978, 4987, 5021, 5028, 5163, 5165, 5167, 5329, 5362, 5467, 5540, 5724, 5734, 5745, 5746, 5801, 5915, 5916, 6010, 6097, 6238, 6344, 6405, 6752, 6785, 7049, 7095, 7097, 7181, 7287, 7849, 7850, 8322, 8323, 8425, 8431, 8792, 8793, 8856, 8973, 9170, 9265, 9289, 9369, 9542, 9572, 9967, 9968, 9971, 10062, 10076, 10216, 10267, 10280, 10333, 10497, 10572, 10699, 10800, 10990, 11231, 22953, 23416, 23531, 23534, 23566, 23596, 23620, 26539, 26996, 27133, 27199, 27202, 27283, 30817, 50833, 50838, 51222, 51348, 51704, 54112, 54437, 55890, 56920, 57105, 57502, 57715, 59307, 59350, 60401, 64096, 64805, 79544, 79602, 80045, 80975, 81099, 84059, 84658, 84873, 84976, 90390, 91355, 94233, 116534, 117194, 118429, 134864, 146760, 154796, 202018, 221188, 221393, 221395, 266977, 284656, 286133, 341799, 387509, 389090, 390892, 728458
Gene Ontology Biological Process	GO:0051276	chromosome organization	0.00615004012794244	0.13671524599605	-0.254468105550574	0.775328781381027	depleted	656	234	143678.182926829	79718, 3720, 3169, 6662, 8626, 2139, 5897, 6885, 57492, 8313, 54971, 129563, 4602, 5887, 9759, 23030, 23522, 54880, 408, 5578, 6314, 7141, 9555, 56341, 56655, 1105, 11130, 23081, 23314, 23429, 25913, 55320, 79885, 79991, 2908, 8535, 8986, 9184, 10498, 23047, 51176, 56950, 79960, 80205, 85453, 196528, 473, 646, 3170, 4609, 4751, 6299, 6732, 9577, 9960, 10524, 10626, 10891, 10933, 26038, 51322, 64754, 80314, 83439, 84444, 440093, 142, 1387, 1487, 1788, 2072, 2492, 3005, 3662, 3717, 4683, 5079, 5558, 5591, 5599, 5934, 6119, 6304, 6419, 6497, 6595, 6597, 6605, 6656, 6657, 6929, 7155, 8091, 9113, 9643, 9734, 10075, 10361, 11044, 22985, 23063, 23175, 23338, 26272, 27127, 29072, 29128, 50809, 51111, 51200, 51773, 54496, 55213, 55294, 55636, 79682, 83903, 84181, 84456, 84678, 84722, 161882, 221037, 324, 648, 676, 699, 1062, 1063, 1499, 1786, 2070, 2140, 3141, 3275, 3622, 3981, 4085, 4582, 4778, 5245, 5253, 5371, 5427, 5460, 5563, 5595, 5619, 5981, 6018, 6047, 6927, 6934, 7150, 7324, 7403, 7520, 7528, 8208, 8243, 8290, 8295, 8607, 8648, 8658, 8726, 8850, 8861, 9025, 9252, 9319, 9611, 9646, 9682, 9913, 10014, 10609, 10664, 10735, 10943, 11011, 11091, 11107, 22992, 23270, 23310, 23326, 23397, 23492, 23523, 23569, 23741, 25836, 26609, 27443, 50511, 51317, 51562, 51720, 51750, 54904, 54984, 55167, 55506, 55683, 55818, 55929, 56155, 57050, 57325, 57332, 57804, 58508, 79595, 79813, 79831, 80119, 80152, 80854, 83983, 84148, 84883, 84939, 92815, 93649, 121536, 138474, 140690, 148479, 150572, 171023, 257218, 286053, 387893
Gene Ontology Biological Process	GO:0034728	nucleosome organization	0.00649937490889263	0.138299856613963	-0.678940779761627	0.507153895636214	depleted	116	25	98017.25	6662, 23522, 7141, 9555, 55320, 85453, 196528, 440093, 2492, 3005, 6597, 6605, 50809, 51773, 79682, 4778, 8208, 8290, 8607, 10664, 23270, 50511, 55506, 92815, 257218
Gene Ontology Molecular Function	GO:0004527	exonuclease activity	0.00694926250081957	0.153679884582555	-0.931950925988357	0.393784715654031	depleted	57	12	89025.4912280702	129563, 3669, 5168, 9156, 1653, 5167, 22909, 23016, 54464, 64782, 90459, 200558
Gene Ontology Molecular Function	GO:0008408	3'-5' exonuclease activity	0.00708202233099334	0.153679884582555	-1.49875489080119	0.223408154594169	depleted	31	4	80927.935483871	3669, 23016, 90459, 200558
Reactome	606279	Deposition of new CENPA-containing nucleosomes at the centromere	0.00746608963289032	0.384958732444783	-1.49475998044738	0.224302435240248	depleted	43	4	68112.9302325581	55320, 51773, 79682, 8607
Panther Pathway	P00044	Nicotinic acetylcholine receptor signaling pathway	0.00759577683974475	0.277245854650684	-0.747691231915717	0.473458397485217	depleted	77	22	129966.597402597	140469, 776, 4644, 775, 84700, 590, 4430, 4649, 55584, 399687, 71, 783, 4645, 6804, 1103, 1136, 4627, 4646, 6616, 8973, 55930, 340307
Gene Ontology Biological Process	GO:0006403	RNA localization	0.00778630317331196	0.152793510281559	-0.56100082755995	0.570637668057245	depleted	133	36	122288.15037594	9444, 636, 84811, 6428, 11163, 3267, 10642, 10772, 54847, 5976, 10128, 29107, 51092, 3181, 5901, 5903, 6430, 7514, 7528, 8563, 8570, 8658, 9284, 9887, 9984, 10189, 10250, 22916, 23225, 26019, 55916, 57187, 79023, 84321, 129401, 143244
